Seats,Displacement,Length,Width,Height,Wheelbase,No_of_Cylinders,Fuel Tank Capacity,Boot Space,Fuel Efficiency,Engine Size,Horsepower,Maker_Citroen,Maker_Honda,Maker_Hyundai,Maker_Kia,Maker_Mahindra,Maker_Nissan,Maker_Renault,Maker_Tata,Maker_Toyota,Maker_Volkswagen,Type_Compact SUV,Type_Compact Sedan,Type_Hatchback,Type_MPV,Type_MUV,Type_Mid Size SUV,Type_SUV,Type_Sedan,Type_Sports Car,Fuel_Diesel,Fuel_Petrol,Fuel_Petrol + CNG,Fuel_Petrol Hybrid,Transmission_4 AT,Transmission_5 MT,Transmission_6  iMT,Transmission_6 AT,Transmission_6 MT,Transmission_6 MT with iMT,Transmission_6 TC Automatic,Transmission_6 iMT,Transmission_6-Speed AT,Transmission_6-Speed DCT,Transmission_6-Speed MT,Transmission_7 DCT,Transmission_7-Speed CVT,Transmission_7-Speed DSG,Transmission_7-Speed DSG 4MOTION,Transmission_8 AT,Transmission_AMT,Transmission_CVT,Transmission_DCT,Transmission_IVT,Transmission_MT,Transmission_Single,Transmission_iMT,Drive_2 WD,Drive_2WD,Drive_4 WD,Drive_4WD,Drive_AWD,Emission Type_BS VI,Emission Type_Euro 6
-0.5326065107226267,-1.5886038235534194,-1.8257410911666538,-2.802212416394395,-1.3137686825918922,-1.6503422303377266,-2.2406831897938617,-1.8906473516662166,-0.9926072571820163,20.7,-1.5886038235534194,-1.3022775797518462,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.5326065107226267,-1.1910103846443432,-1.8257410911666538,-2.802212416394395,-1.3137686825918922,-1.6503422303377266,-2.2406831897938617,-1.8906473516662166,-0.9926072571820163,21.7,-1.1910103846443432,-1.3022775797518462,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.5326065107226267,-1.1910103846443432,-1.8257410911666538,-2.802212416394395,-1.3137686825918922,-1.6503422303377266,-2.2406831897938617,-1.8906473516662166,-0.9926072571820163,22.0,-1.1910103846443432,-1.3022775797518462,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.5326065107226267,-0.7954049129298122,-1.057831970546792,-0.8540892074433475,-0.4016874071951167,-0.7299068033426351,-2.2406831897938617,-1.7082035605326673,-0.631659163661283,19.8,-0.7954049129298124,-0.38950550350458973,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.5326065107226267,-0.7934169457352669,-1.057831970546792,-0.8540892074433475,-0.4016874071951167,-0.7299068033426351,-2.2406831897938617,-1.7082035605326673,-0.631659163661283,19.4,-0.7934169457352669,-0.38950550350458973,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.5326065107226267,0.7929808755119476,0.5363473638600414,3.7758659514922583,0.44638816466504294,0.7521502401240375,0.33195306515464584,0.3442890897197623,2.0253198580885585,18.6,0.7929808755119476,0.6536625836351321,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0.450179312634601,0.7989447770955838,1.0339524740217119,1.4735385227319298,1.6224929671503585,0.9081562446994768,0.33195306515464584,0.7547876197702482,0.8221595463527812,18.02894736842105,0.7989447770955835,0.6536625836351321,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.450179312634601,0.7989447770955838,1.0339524740217119,1.4735385227319298,1.6224929671503585,0.9081562446994768,0.33195306515464584,0.7547876197702482,0.8221595463527812,18.02894736842105,0.7989447770955835,0.6536625836351321,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1.4329651359918285,0.7989447770955838,1.0339524740217119,1.4735385227319298,1.6224929671503585,0.9081562446994768,0.33195306515464584,0.7547876197702482,0.8221595463527812,18.02894736842105,0.7989447770955835,0.6536625836351321,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1.4329651359918285,0.7989447770955838,1.0339524740217119,1.4735385227319298,1.6224929671503585,0.9081562446994768,0.33195306515464584,0.7547876197702482,0.8221595463527812,18.02894736842105,0.7989447770955835,0.6536625836351321,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.450179312634601,0.7989447770955838,1.0339524740217119,1.4735385227319298,1.6224929671503585,0.9081562446994768,0.33195306515464584,0.7547876197702482,0.8221595463527812,18.02894736842105,0.7989447770955835,0.6536625836351321,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.450179312634601,0.7989447770955838,1.0339524740217119,1.4735385227319298,1.6224929671503585,0.9081562446994768,0.33195306515464584,0.7547876197702482,0.8221595463527812,18.02894736842105,0.7989447770955835,0.6536625836351321,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1.4329651359918285,0.7989447770955838,1.0339524740217119,1.4735385227319298,1.6224929671503585,0.9081562446994768,0.33195306515464584,0.7547876197702482,0.8221595463527812,18.02894736842105,0.7989447770955835,0.6536625836351321,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1.4329651359918285,0.7989447770955838,1.0339524740217119,1.4735385227319298,1.6224929671503585,0.9081562446994768,0.33195306515464584,0.7547876197702482,0.8221595463527812,18.02894736842105,0.7989447770955835,0.6536625836351321,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1.4329651359918285,0.7989447770955838,1.0339524740217119,1.4735385227319298,1.6224929671503585,0.9081562446994768,0.33195306515464584,0.7547876197702482,0.8221595463527812,18.02894736842105,0.7989447770955835,0.6536625836351321,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1.4329651359918285,0.7989447770955838,1.0339524740217119,1.4735385227319298,1.6224929671503585,0.9081562446994768,0.33195306515464584,0.7547876197702482,0.8221595463527812,18.02894736842105,0.7989447770955835,0.6536625836351321,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1.4329651359918285,1.1647307408919338,0.40119535863094574,0.24647390410691944,2.7265913531569814,0.36213522868543946,0.33195306515464584,1.028453306470572,0.8221595463527812,18.02894736842105,1.164730740891934,1.9576226925597844,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3.398536782706284,1.1647307408919338,0.40119535863094574,0.24647390410691944,2.7265913531569814,0.36213522868543946,0.33195306515464584,1.028453306470572,0.8221595463527812,18.02894736842105,1.164730740891934,1.9576226925597844,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1.4329651359918285,-0.20100272176074316,0.7974364648707944,0.8283808366507388,0.9584337929579695,0.9861592469871964,0.33195306515464584,-0.33987512703104755,-1.8849511550527178,17.0,-0.2010027217607431,-0.38950550350458973,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
